date,hm,ta,power demand(MW),holiday_name,weekday,weekend,spring,summer,autoum,winter,is_holiday_dummies
2019-01-01 0:00,59.70502646,-4.174162257,65388,New Year's Day,0,1,0,0,0,1,1
2019-01-01 1:00,60.09664903,-4.34994709,63045,New Year's Day,0,1,0,0,0,1,1
2019-01-01 2:00,61.85485009,-4.491992945,61036,New Year's Day,0,1,0,0,0,1,1
2019-01-01 3:00,63.02063492,-4.648324515,59834,New Year's Day,0,1,0,0,0,1,1
2019-01-01 4:00,63.78430335,-4.722354497,59491,New Year's Day,0,1,0,0,0,1,1
2019-01-01 5:00,64.33765432,-4.791904762,59868,New Year's Day,0,1,0,0,0,1,1
2019-01-01 6:00,66.10141093,-4.851164021,60204,New Year's Day,0,1,0,0,0,1,1
2019-01-01 7:00,65.62257496,-4.870194004,59546,New Year's Day,0,1,0,0,0,1,1
2019-01-01 8:00,65.57857143,-4.981931217,58727,New Year's Day,0,1,0,0,0,1,1
2019-01-01 9:00,63.85758377,-4.111375661,57884,New Year's Day,0,1,0,0,0,1,1
2019-01-01 10:00,58.45493827,-2.648068783,57870,New Year's Day,0,1,0,0,0,1,1
2019-01-01 11:00,56.51622575,-1.493227513,57599,New Year's Day,0,1,0,0,0,1,1
2019-01-01 12:00,59.41455026,-0.693483245,57449,New Year's Day,0,1,0,0,0,1,1
2019-01-01 13:00,60.50970018,-0.292504409,57538,New Year's Day,0,1,0,0,0,1,1
2019-01-01 14:00,61.63156966,-0.007363316,57928,New Year's Day,0,1,0,0,0,1,1
2019-01-01 15:00,61.06269841,0.098809524,58821,New Year's Day,0,1,0,0,0,1,1
2019-01-01 16:00,60.8015873,-0.150220459,60424,New Year's Day,0,1,0,0,0,1,1
2019-01-01 17:00,61.4547619,-0.757266314,63296,New Year's Day,0,1,0,0,0,1,1
2019-01-01 18:00,59.92522046,-1.3529806,64864,New Year's Day,0,1,0,0,0,1,1
2019-01-01 19:00,61.29779541,-1.689400353,64974,New Year's Day,0,1,0,0,0,1,1
2019-01-01 20:00,60.4707231,-2.008218695,64581,New Year's Day,0,1,0,0,0,1,1
2019-01-01 21:00,58.47601411,-2.316684303,64133,New Year's Day,0,1,0,0,0,1,1
2019-01-01 22:00,59.27151675,-2.818606702,64761,New Year's Day,0,1,0,0,0,1,1
2019-01-01 23:00,59.88597884,-3.280564374,65493,New Year's Day,0,1,0,0,0,1,1
2019-01-02 0:00,61.01869489,-3.72526455,63114,,1,0,0,0,0,1,0
2019-01-02 1:00,62.77178131,-4.28473545,60989,,1,0,0,0,0,1,0
2019-01-02 2:00,61.65758377,-4.632804233,59842,,1,0,0,0,0,1,0
2019-01-02 3:00,64.0154321,-5.094409171,59315,,1,0,0,0,0,1,0
2019-01-02 4:00,65.17231041,-5.55537037,59987,,1,0,0,0,0,1,0
2019-01-02 5:00,65.63156966,-5.835414462,61617,,1,0,0,0,0,1,0
2019-01-02 6:00,67.49338624,-6.071992945,64819,,1,0,0,0,0,1,0
2019-01-02 7:00,70.20132275,-6.329294533,70610,,1,0,0,0,0,1,0
2019-01-02 8:00,71.97821869,-6.374435626,79334,,1,0,0,0,0,1,0
2019-01-02 9:00,65.94858907,-5.109382716,82437,,1,0,0,0,0,1,0
2019-01-02 10:00,58.30714286,-3.172231041,82393,,1,0,0,0,0,1,0
2019-01-02 11:00,50.3542328,-1.438994709,80942,,1,0,0,0,0,1,0
2019-01-02 12:00,46.58068783,-0.405705467,76411,,1,0,0,0,0,1,0
2019-01-02 13:00,41.87407407,0.354100529,78770,,1,0,0,0,0,1,0
2019-01-02 14:00,39.44638448,1.033959436,79583,,1,0,0,0,0,1,0
2019-01-02 15:00,38.86349206,1.21313933,79941,,1,0,0,0,0,1,0
2019-01-02 16:00,39.30379189,0.950767196,81515,,1,0,0,0,0,1,0
2019-01-02 17:00,43.67910053,-0.047275132,81258,,1,0,0,0,0,1,0
2019-01-02 18:00,48.70811287,-1.332460317,79030,,1,0,0,0,0,1,0
2019-01-02 19:00,52.84850088,-2.093880071,76841,,1,0,0,0,0,1,0
2019-01-02 20:00,57.02469136,-2.748641975,75093,,1,0,0,0,0,1,0
2019-01-02 21:00,58.99973545,-3.197777778,72710,,1,0,0,0,0,1,0
2019-01-02 22:00,59.81181658,-3.749567901,71710,,1,0,0,0,0,1,0
2019-01-02 23:00,62.13694885,-4.356992945,73529,,1,0,0,0,0,1,0
2019-01-03 0:00,61.47742504,-4.852513228,70322,,1,0,0,0,0,1,0
2019-01-03 1:00,63.09250441,-5.288218695,68024,,1,0,0,0,0,1,0
2019-01-03 2:00,65.27760141,-5.760414462,66776,,1,0,0,0,0,1,0
2019-01-03 3:00,66.24902998,-6.118897707,66176,,1,0,0,0,0,1,0
2019-01-03 4:00,68.40167549,-6.50340388,66460,,1,0,0,0,0,1,0
2019-01-03 5:00,67.62724868,-6.653959436,67685,,1,0,0,0,0,1,0
2019-01-03 6:00,68.98941799,-6.884929453,70586,,1,0,0,0,0,1,0
2019-01-03 7:00,69.02266314,-7.128712522,75358,,1,0,0,0,0,1,0
2019-01-03 8:00,68.49611993,-7.19840388,82866,,1,0,0,0,0,1,0
2019-01-03 9:00,62.4005291,-5.431358025,84196,,1,0,0,0,0,1,0
2019-01-03 10:00,53.46190476,-2.922522046,83194,,1,0,0,0,0,1,0
2019-01-03 11:00,43.17821869,-0.944902998,81309,,1,0,0,0,0,1,0
2019-01-03 12:00,35.84585538,0.622751323,76136,,1,0,0,0,0,1,0
2019-01-03 13:00,31.76199295,1.647310406,78387,,1,0,0,0,0,1,0
2019-01-03 14:00,28.95097002,2.706825397,79013,,1,0,0,0,0,1,0
2019-01-03 15:00,27.65820106,3.294708995,79424,,1,0,0,0,0,1,0
2019-01-03 16:00,27.98818342,3.366216931,81417,,1,0,0,0,0,1,0
2019-01-03 17:00,33.00440917,2.027795414,81655,,1,0,0,0,0,1,0
2019-01-03 18:00,38.8664903,0.075626102,79953,,1,0,0,0,0,1,0
2019-01-03 19:00,43.86146384,-0.980714286,77651,,1,0,0,0,0,1,0
2019-01-03 20:00,51.04991182,-1.842663139,75599,,1,0,0,0,0,1,0
2019-01-03 21:00,55.00467372,-2.449858907,73524,,1,0,0,0,0,1,0
2019-01-03 22:00,56.92389771,-3.115326279,72424,,1,0,0,0,0,1,0
2019-01-03 23:00,59.32566138,-3.751014109,74151,,1,0,0,0,0,1,0
2019-01-04 0:00,61.34691358,-4.06377425,70676,,1,0,0,0,0,1,0
2019-01-04 1:00,62.66252205,-4.502222222,68185,,1,0,0,0,0,1,0
2019-01-04 2:00,62.80246914,-4.956208113,66676,,1,0,0,0,0,1,0
2019-01-04 3:00,64.36587302,-5.307865961,65999,,1,0,0,0,0,1,0
2019-01-04 4:00,66.36992945,-5.755617284,66608,,1,0,0,0,0,1,0
2019-01-04 5:00,71.7542328,-6.113950617,67949,,1,0,0,0,0,1,0
2019-01-04 6:00,69.83589065,-6.303324515,70596,,1,0,0,0,0,1,0
2019-01-04 7:00,70.19206349,-6.602813051,75574,,1,0,0,0,0,1,0
2019-01-04 8:00,69.69100529,-6.715687831,82915,,1,0,0,0,0,1,0
2019-01-04 9:00,63.00511464,-4.773677249,84746,,1,0,0,0,0,1,0
2019-01-04 10:00,54.99867725,-2.288108466,84611,,1,0,0,0,0,1,0
2019-01-04 11:00,48.09616402,-0.360886243,83957,,1,0,0,0,0,1,0
2019-01-04 12:00,45.34457672,0.662486772,79611,,1,0,0,0,0,1,0
2019-01-04 13:00,42.36044974,1.799140212,81222,,1,0,0,0,0,1,0
2019-01-04 14:00,40.44285714,3.127156085,81272,,1,0,0,0,0,1,0
2019-01-04 15:00,43.4010582,3.725687831,81110,,1,0,0,0,0,1,0
2019-01-04 16:00,47.79497354,3.305198413,81745,,1,0,0,0,0,1,0
2019-01-04 17:00,54.53915344,2.65223545,80508,,1,0,0,0,0,1,0
2019-01-04 18:00,59.48201058,1.999298942,78135,,1,0,0,0,0,1,0
2019-01-04 19:00,62.68518519,1.400224868,75633,,1,0,0,0,0,1,0
2019-01-04 20:00,64.87830688,0.963492063,73731,,1,0,0,0,0,1,0
2019-01-04 21:00,67.63505291,0.72297619,71653,,1,0,0,0,0,1,0
2019-01-04 22:00,70.97195767,0.407460317,70712,,1,0,0,0,0,1,0
2019-01-04 23:00,72.07367725,0.305529101,72665,,1,0,0,0,0,1,0
2019-01-05 0:00,73.99378307,0.068981481,69160,,0,1,0,0,0,1,0
2019-01-05 1:00,76.18558201,-0.077275132,66531,,0,1,0,0,0,1,0
2019-01-05 2:00,73.33862434,-0.426097884,64877,,0,1,0,0,0,1,0
2019-01-05 3:00,73.19669312,-0.696613757,63952,,0,1,0,0,0,1,0
2019-01-05 4:00,69.19603175,-0.916362434,64001,,0,1,0,0,0,1,0
2019-01-05 5:00,67.61785714,-1.213928571,64557,,0,1,0,0,0,1,0
2019-01-05 6:00,67.88783069,-1.508544974,65367,,0,1,0,0,0,1,0
2019-01-05 7:00,65.45291005,-1.747473545,66528,,0,1,0,0,0,1,0
2019-01-05 8:00,65.13743386,-2.052526455,69294,,0,1,0,0,0,1,0
2019-01-05 9:00,63.54695767,-1.618544974,69441,,0,1,0,0,0,1,0
2019-01-05 10:00,53.78240741,-0.446137566,69496,,0,1,0,0,0,1,0
2019-01-05 11:00,47.94563492,0.224537037,68390,,0,1,0,0,0,1,0
2019-01-05 12:00,40.06058201,1.140859788,64959,,0,1,0,0,0,1,0
2019-01-05 13:00,34.85224868,1.897896825,65070,,0,1,0,0,0,1,0
2019-01-05 14:00,30.40255732,2.436031746,65106,,0,1,0,0,0,1,0
2019-01-05 15:00,27.54365079,2.701181658,65439,,0,1,0,0,0,1,0
2019-01-05 16:00,27.54162257,2.381366843,66745,,0,1,0,0,0,1,0
2019-01-05 17:00,29.73580247,1.35845679,67785,,0,1,0,0,0,1,0
2019-01-05 18:00,34.00705467,-0.21212522,68470,,0,1,0,0,0,1,0
2019-01-05 19:00,38.0366843,-1.207054674,68046,,0,1,0,0,0,1,0
2019-01-05 20:00,41.57028219,-2.075070547,67513,,0,1,0,0,0,1,0
2019-01-05 21:00,44.77813051,-2.907301587,66730,,0,1,0,0,0,1,0
2019-01-05 22:00,47.15582011,-3.659858907,67121,,0,1,0,0,0,1,0
2019-01-05 23:00,49.93553792,-4.399029982,68982,,0,1,0,0,0,1,0
2019-01-06 0:00,51.67601411,-4.932063492,66199,,0,1,0,0,0,1,0
2019-01-06 1:00,52.70467372,-5.230943563,63661,,0,1,0,0,0,1,0
2019-01-06 2:00,53.27451499,-5.351455026,61677,,0,1,0,0,0,1,0
2019-01-06 3:00,52.36904762,-5.210590829,60869,,0,1,0,0,0,1,0
2019-01-06 4:00,52.40573192,-5.247116402,60935,,0,1,0,0,0,1,0
2019-01-06 5:00,54.36358025,-5.594144621,61474,,0,1,0,0,0,1,0
2019-01-06 6:00,54.8356261,-5.575934744,61875,,0,1,0,0,0,1,0
2019-01-06 7:00,55.76234568,-5.47212522,61630,,0,1,0,0,0,1,0
2019-01-06 8:00,57.44470899,-5.491516755,61691,,0,1,0,0,0,1,0
2019-01-06 9:00,54.03465608,-4.65489418,61041,,0,1,0,0,0,1,0
2019-01-06 10:00,47.15,-3.066790123,60490,,0,1,0,0,0,1,0
2019-01-06 11:00,38.16199295,-0.727354497,59057,,0,1,0,0,0,1,0
2019-01-06 12:00,32.97733686,1.070925926,57969,,0,1,0,0,0,1,0
2019-01-06 13:00,30.24118166,2.27,57916,,0,1,0,0,0,1,0
2019-01-06 14:00,28.92425044,3.213130511,57884,,0,1,0,0,0,1,0
2019-01-06 15:00,30.38862434,3.626031746,59119,,0,1,0,0,0,1,0
2019-01-06 16:00,32.99770723,3.336075838,61382,,0,1,0,0,0,1,0
2019-01-06 17:00,36.98968254,1.993483245,64646,,0,1,0,0,0,1,0
2019-01-06 18:00,42.73544974,0.314012346,66437,,0,1,0,0,0,1,0
2019-01-06 19:00,49.20229277,-0.719453263,66493,,0,1,0,0,0,1,0
2019-01-06 20:00,55.21737213,-1.564876543,66097,,0,1,0,0,0,1,0
2019-01-06 21:00,57.7952381,-2.134126984,65643,,0,1,0,0,0,1,0
2019-01-06 22:00,58.87574956,-2.54319224,66146,,0,1,0,0,0,1,0
2019-01-06 23:00,62.6489418,-3.077266314,66477,,0,1,0,0,0,1,0
2019-01-07 0:00,64.14911817,-3.701507937,63649,,1,0,0,0,0,1,0
2019-01-07 1:00,69.9691358,-4.107821869,61351,,1,0,0,0,0,1,0
2019-01-07 2:00,72.88368607,-4.446084656,60248,,1,0,0,0,0,1,0
2019-01-07 3:00,74.29320988,-4.881746032,59779,,1,0,0,0,0,1,0
2019-01-07 4:00,71.43527337,-5.225749559,60534,,1,0,0,0,0,1,0
2019-01-07 5:00,69.47513228,-5.495379189,62264,,1,0,0,0,0,1,0
2019-01-07 6:00,69.54179894,-5.673738977,65813,,1,0,0,0,0,1,0
2019-01-07 7:00,68.7138448,-5.74968254,71957,,1,0,0,0,0,1,0
2019-01-07 8:00,68.25291005,-5.757398589,81302,,1,0,0,0,0,1,0
2019-01-07 9:00,66.6515873,-4.230511464,84074,,1,0,0,0,0,1,0
2019-01-07 10:00,59.59012346,-1.58638448,83129,,1,0,0,0,0,1,0
2019-01-07 11:00,51.1515873,0.662248677,81389,,1,0,0,0,0,1,0
2019-01-07 12:00,44.92142857,2.104197531,76125,,1,0,0,0,0,1,0
2019-01-07 13:00,43.67001764,3.032777778,78738,,1,0,0,0,0,1,0
2019-01-07 14:00,41.67037037,3.48824515,79676,,1,0,0,0,0,1,0
2019-01-07 15:00,43.47186949,3.683315697,79984,,1,0,0,0,0,1,0
2019-01-07 16:00,44.70299824,3.359673721,81315,,1,0,0,0,0,1,0
2019-01-07 17:00,49.2345679,2.531181658,80940,,1,0,0,0,0,1,0
2019-01-07 18:00,54.82425044,1.432513228,79136,,1,0,0,0,0,1,0
2019-01-07 19:00,58.33412698,0.791128748,76606,,1,0,0,0,0,1,0
2019-01-07 20:00,63.21393298,0.220529101,74545,,1,0,0,0,0,1,0
2019-01-07 21:00,66.77098765,-0.239417989,72156,,1,0,0,0,0,1,0
2019-01-07 22:00,68.27328042,-0.706164021,71211,,1,0,0,0,0,1,0
2019-01-07 23:00,67.67707231,-1.073553792,72911,,1,0,0,0,0,1,0
2019-01-08 0:00,63.20273369,-1.438430335,69422,,1,0,0,0,0,1,0
2019-01-08 1:00,65.89409171,-1.747962963,66933,,1,0,0,0,0,1,0
2019-01-08 2:00,64.37610229,-2.080687831,65477,,1,0,0,0,0,1,0
2019-01-08 3:00,65.1707231,-2.403730159,64890,,1,0,0,0,0,1,0
2019-01-08 4:00,65.81058201,-3.00989418,65516,,1,0,0,0,0,1,0
2019-01-08 5:00,66.0345679,-3.205996473,66802,,1,0,0,0,0,1,0
2019-01-08 6:00,65.74858907,-3.317645503,69511,,1,0,0,0,0,1,0
2019-01-08 7:00,67.25776014,-3.446587302,74518,,1,0,0,0,0,1,0
2019-01-08 8:00,66.2617284,-3.581067019,82219,,1,0,0,0,0,1,0
2019-01-08 9:00,63.04744268,-2.366296296,83818,,1,0,0,0,0,1,0
2019-01-08 10:00,53.07954145,-0.641455026,82489,,1,0,0,0,0,1,0
2019-01-08 11:00,45.37539683,0.508536155,80676,,1,0,0,0,0,1,0
2019-01-08 12:00,41.40978836,1.261252205,75909,,1,0,0,0,0,1,0
2019-01-08 13:00,37.86067019,1.744391534,78496,,1,0,0,0,0,1,0
2019-01-08 14:00,35.30308642,1.927954145,79556,,1,0,0,0,0,1,0
2019-01-08 15:00,33.51834215,1.92122575,80156,,1,0,0,0,0,1,0
2019-01-08 16:00,34.79717813,1.412204586,81973,,1,0,0,0,0,1,0
2019-01-08 17:00,34.7691358,0.247830688,81847,,1,0,0,0,0,1,0
2019-01-08 18:00,37.6212522,-0.790758377,80399,,1,0,0,0,0,1,0
2019-01-08 19:00,39.72689594,-1.514603175,78269,,1,0,0,0,0,1,0
2019-01-08 20:00,41.20194004,-2.366578483,76219,,1,0,0,0,0,1,0
2019-01-08 21:00,43.01358025,-2.774470899,73857,,1,0,0,0,0,1,0
2019-01-08 22:00,43.64753086,-3.328580247,72809,,1,0,0,0,0,1,0
2019-01-08 23:00,44.04223986,-3.870996473,74537,,1,0,0,0,0,1,0
2019-01-09 0:00,43.34188713,-4.345679012,70968,,1,0,0,0,0,1,0
2019-01-09 1:00,42.92971781,-4.922151675,68298,,1,0,0,0,0,1,0
2019-01-09 2:00,42.33359788,-5.425952381,66874,,1,0,0,0,0,1,0
2019-01-09 3:00,42.6861552,-5.967292769,66461,,1,0,0,0,0,1,0
2019-01-09 4:00,44.1372134,-6.548130511,66846,,1,0,0,0,0,1,0
2019-01-09 5:00,45.58474427,-7.152839506,68197,,1,0,0,0,0,1,0
2019-01-09 6:00,46.66190476,-7.6064903,71104,,1,0,0,0,0,1,0
2019-01-09 7:00,47.84638448,-7.903738977,76070,,1,0,0,0,0,1,0
2019-01-09 8:00,49.46375661,-8.160696649,83556,,1,0,0,0,0,1,0
2019-01-09 9:00,45.00035273,-6.820784832,85392,,1,0,0,0,0,1,0
2019-01-09 10:00,36.67169312,-4.507716049,84341,,1,0,0,0,0,1,0
2019-01-09 11:00,31.68007055,-2.674047619,82720,,1,0,0,0,0,1,0
2019-01-09 12:00,28.7521164,-1.205731922,78260,,1,0,0,0,0,1,0
2019-01-09 13:00,28.85070547,-0.495502646,81346,,1,0,0,0,0,1,0
2019-01-09 14:00,28.6712522,0.258377425,81529,,1,0,0,0,0,1,0
2019-01-09 15:00,27.97257496,0.971243386,80885,,1,0,0,0,0,1,0
2019-01-09 16:00,27.66199295,1.119391534,81775,,1,0,0,0,0,1,0
2019-01-09 17:00,30.70520282,0.202504409,81494,,1,0,0,0,0,1,0
2019-01-09 18:00,37.07865961,-1.553765432,79718,,1,0,0,0,0,1,0
2019-01-09 19:00,41.80467372,-2.375202822,77400,,1,0,0,0,0,1,0
2019-01-09 20:00,46.18897707,-3.089876543,75647,,1,0,0,0,0,1,0
2019-01-09 21:00,45.89955908,-3.648809524,73384,,1,0,0,0,0,1,0
2019-01-09 22:00,47.62425044,-3.863686067,72275,,1,0,0,0,0,1,0
2019-01-09 23:00,46.90846561,-3.685837743,74074,,1,0,0,0,0,1,0
2019-01-10 0:00,47.51366843,-3.636693122,70368,,1,0,0,0,0,1,0
2019-01-10 1:00,47.90520282,-3.456613757,67712,,1,0,0,0,0,1,0
2019-01-10 2:00,48.02442681,-3.33127866,66105,,1,0,0,0,0,1,0
2019-01-10 3:00,46.07857143,-3.150908289,65138,,1,0,0,0,0,1,0
2019-01-10 4:00,44.65890653,-2.871164021,65391,,1,0,0,0,0,1,0
2019-01-10 5:00,44.04135802,-2.781313933,66638,,1,0,0,0,0,1,0
2019-01-10 6:00,44.29091711,-2.674902998,69246,,1,0,0,0,0,1,0
2019-01-10 7:00,44.45511464,-2.587601411,73859,,1,0,0,0,0,1,0
2019-01-10 8:00,45.0186067,-2.511737213,81332,,1,0,0,0,0,1,0
2019-01-10 9:00,42.10837743,-1.71712522,83833,,1,0,0,0,0,1,0
2019-01-10 10:00,38.16613757,-0.132654321,83063,,1,0,0,0,0,1,0
2019-01-10 11:00,37.05123457,1.179761905,80829,,1,0,0,0,0,1,0
2019-01-10 12:00,39.92160494,2.13303351,76470,,1,0,0,0,0,1,0
2019-01-10 13:00,45.44171076,2.588897707,79454,,1,0,0,0,0,1,0
2019-01-10 14:00,47.84603175,2.626728395,80595,,1,0,0,0,0,1,0
2019-01-10 15:00,54.03633157,2.839232804,80471,,1,0,0,0,0,1,0
2019-01-10 16:00,59.46234568,2.412892416,81383,,1,0,0,0,0,1,0
2019-01-10 17:00,63.70917108,2.033703704,80527,,1,0,0,0,0,1,0
2019-01-10 18:00,69.96975309,1.265590829,78820,,1,0,0,0,0,1,0
2019-01-10 19:00,73.46666667,0.83031746,76500,,1,0,0,0,0,1,0
2019-01-10 20:00,76.55335097,0.395176367,74463,,1,0,0,0,0,1,0
2019-01-10 21:00,78.54241623,-0.085723104,72302,,1,0,0,0,0,1,0
2019-01-10 22:00,80.24391534,-0.576393298,71259,,1,0,0,0,0,1,0
2019-01-10 23:00,81.15044092,-0.848324515,72928,,1,0,0,0,0,1,0
2019-01-11 0:00,81.24585538,-1.05824515,69448,,1,0,0,0,0,1,0
2019-01-11 1:00,80.99250441,-1.009338624,66764,,1,0,0,0,0,1,0
2019-01-11 2:00,80.44753086,-1.065273369,65125,,1,0,0,0,0,1,0
2019-01-11 3:00,80.23068783,-1.142539683,64357,,1,0,0,0,0,1,0
2019-01-11 4:00,80.83104056,-1.272045855,64563,,1,0,0,0,0,1,0
2019-01-11 5:00,81.77257496,-1.38531746,65942,,1,0,0,0,0,1,0
2019-01-11 6:00,81.16887125,-1.38037037,68531,,1,0,0,0,0,1,0
2019-01-11 7:00,80.40246914,-1.367989418,72866,,1,0,0,0,0,1,0
2019-01-11 8:00,80.11269841,-1.308218695,80012,,1,0,0,0,0,1,0
2019-01-11 9:00,77.50617284,-0.484206349,81941,,1,0,0,0,0,1,0
2019-01-11 10:00,72.2882716,1.060379189,80678,,1,0,0,0,0,1,0
2019-01-11 11:00,61.77989418,2.991613757,78182,,1,0,0,0,0,1,0
2019-01-11 12:00,54.43253968,4.656446208,72960,,1,0,0,0,0,1,0
2019-01-11 13:00,49.70449735,5.861631393,75088,,1,0,0,0,0,1,0
2019-01-11 14:00,45.97962963,6.622089947,75671,,1,0,0,0,0,1,0
2019-01-11 15:00,45.34109347,6.819303351,76056,,1,0,0,0,0,1,0
2019-01-11 16:00,46.7138448,6.562654321,77469,,1,0,0,0,0,1,0
2019-01-11 17:00,51.30097002,5.35622575,76699,,1,0,0,0,0,1,0
2019-01-11 18:00,56.03077601,4.186014109,74916,,1,0,0,0,0,1,0
2019-01-11 19:00,58.33756614,3.617257496,72951,,1,0,0,0,0,1,0
2019-01-11 20:00,61.29876543,3.190299824,71562,,1,0,0,0,0,1,0
2019-01-11 21:00,62.38430335,2.851719577,69742,,1,0,0,0,0,1,0
2019-01-11 22:00,62.5,2.564832451,68844,,1,0,0,0,0,1,0
2019-01-11 23:00,65.97098765,2.43515873,70621,,1,0,0,0,0,1,0
2019-01-12 0:00,68.28818342,2.191895944,67272,,0,1,0,0,0,1,0
2019-01-12 1:00,72.25246914,1.964779541,64635,,0,1,0,0,0,1,0
2019-01-12 2:00,75.1622575,1.670485009,62873,,0,1,0,0,0,1,0
2019-01-12 3:00,76.12998236,1.571005291,61941,,0,1,0,0,0,1,0
2019-01-12 4:00,77.51578483,1.42154321,61946,,0,1,0,0,0,1,0
2019-01-12 5:00,77.33209877,1.396534392,62623,,0,1,0,0,0,1,0
2019-01-12 6:00,77.70802469,1.389506173,63590,,0,1,0,0,0,1,0
2019-01-12 7:00,79.22627866,1.353306878,64520,,0,1,0,0,0,1,0
2019-01-12 8:00,79.79126984,1.302671958,67097,,0,1,0,0,0,1,0
2019-01-12 9:00,77.96525573,1.642204586,67978,,0,1,0,0,0,1,0
2019-01-12 10:00,77.03015873,2.51127866,68147,,0,1,0,0,0,1,0
2019-01-12 11:00,70.84074074,3.775529101,66858,,0,1,0,0,0,1,0
2019-01-12 12:00,65.02839506,5.044179894,63434,,0,1,0,0,0,1,0
2019-01-12 13:00,60.30908289,5.867918871,63882,,0,1,0,0,0,1,0
2019-01-12 14:00,57.08306878,6.677813051,63616,,0,1,0,0,0,1,0
2019-01-12 15:00,55.35793651,6.800793651,63760,,0,1,0,0,0,1,0
2019-01-12 16:00,53.54038801,6.442010582,64370,,0,1,0,0,0,1,0
2019-01-12 17:00,56.06199295,5.555537919,65025,,0,1,0,0,0,1,0
2019-01-12 18:00,61.47001764,4.323818342,65879,,0,1,0,0,0,1,0
2019-01-12 19:00,66.78068783,3.440070547,65426,,0,1,0,0,0,1,0
2019-01-12 20:00,69.60493827,2.780661376,64851,,0,1,0,0,0,1,0
2019-01-12 21:00,72.80820106,2.246746032,64140,,0,1,0,0,0,1,0
2019-01-12 22:00,75.08430335,1.598227513,64613,,0,1,0,0,0,1,0
2019-01-12 23:00,75.01940035,1.12180776,66324,,0,1,0,0,0,1,0
2019-01-13 0:00,79.51296296,0.632663139,63443,,0,1,0,0,0,1,0
2019-01-13 1:00,79.60811287,0.018527337,60840,,0,1,0,0,0,1,0
2019-01-13 2:00,81.12328042,-0.477901235,59189,,0,1,0,0,0,1,0
2019-01-13 3:00,81.24188713,-0.900546737,58564,,0,1,0,0,0,1,0
2019-01-13 4:00,80.52037037,-1.38962963,58798,,0,1,0,0,0,1,0
2019-01-13 5:00,81.1627866,-1.816975309,59484,,0,1,0,0,0,1,0
2019-01-13 6:00,82.10114638,-2.181904762,59981,,0,1,0,0,0,1,0
2019-01-13 7:00,85.1319224,-2.441058201,60057,,0,1,0,0,0,1,0
2019-01-13 8:00,83.80529101,-2.641640212,59876,,0,1,0,0,0,1,0
2019-01-13 9:00,78.86631393,-1.681269841,58756,,0,1,0,0,0,1,0
2019-01-13 10:00,71.53791887,0.24510582,58498,,0,1,0,0,0,1,0
2019-01-13 11:00,61.75123457,2.417574956,57346,,0,1,0,0,0,1,0
2019-01-13 12:00,53.81798942,4.144982363,56058,,0,1,0,0,0,1,0
2019-01-13 13:00,47.07627866,5.42835097,56011,,0,1,0,0,0,1,0
2019-01-13 14:00,44.4473545,6.283968254,56221,,0,1,0,0,0,1,0
2019-01-13 15:00,44.02733686,6.84468254,57107,,0,1,0,0,0,1,0
2019-01-13 16:00,46.55,6.487063492,59067,,0,1,0,0,0,1,0
2019-01-13 17:00,52.30255732,5.269135802,61908,,0,1,0,0,0,1,0
2019-01-13 18:00,61.76472663,3.437892416,63940,,0,1,0,0,0,1,0
2019-01-13 19:00,67.8877425,2.188941799,64061,,0,1,0,0,0,1,0
2019-01-13 20:00,73.55238095,1.199303351,63917,,0,1,0,0,0,1,0
2019-01-13 21:00,77.56525573,0.441322751,63708,,0,1,0,0,0,1,0
2019-01-13 22:00,80.33985891,-0.028218695,64260,,0,1,0,0,0,1,0
2019-01-13 23:00,82.52574956,-0.5514903,64545,,0,1,0,0,0,1,0
2019-01-14 0:00,83.43104056,-0.911825397,61710,,1,0,0,0,0,1,0
2019-01-14 1:00,83.54021164,-1.253959436,59473,,1,0,0,0,0,1,0
2019-01-14 2:00,83.92319224,-1.498121693,58189,,1,0,0,0,0,1,0
2019-01-14 3:00,84.05828924,-1.767865961,57877,,1,0,0,0,0,1,0
2019-01-14 4:00,86.99964727,-2.103359788,58887,,1,0,0,0,0,1,0
2019-01-14 5:00,88.00934744,-2.572998236,60875,,1,0,0,0,0,1,0
2019-01-14 6:00,87.84320988,-2.859276896,64304,,1,0,0,0,0,1,0
2019-01-14 7:00,89.38227513,-2.993156966,70094,,1,0,0,0,0,1,0
2019-01-14 8:00,89.84312169,-3.070361552,78914,,1,0,0,0,0,1,0
2019-01-14 9:00,89.06472663,-2.085343915,81783,,1,0,0,0,0,1,0
2019-01-14 10:00,83.26772487,-0.180432099,81004,,1,0,0,0,0,1,0
2019-01-14 11:00,77.45123457,1.747663139,79169,,1,0,0,0,0,1,0
2019-01-14 12:00,67.71825397,3.317010582,74160,,1,0,0,0,0,1,0
2019-01-14 13:00,61.26155203,4.50340388,76510,,1,0,0,0,0,1,0
2019-01-14 14:00,57.88871252,5.291005291,77344,,1,0,0,0,0,1,0
2019-01-14 15:00,54.93447972,5.625943563,77729,,1,0,0,0,0,1,0
2019-01-14 16:00,55.2196649,5.376040564,78771,,1,0,0,0,0,1,0
2019-01-14 17:00,58.86569665,4.495493827,78105,,1,0,0,0,0,1,0
2019-01-14 18:00,64.99259259,3.176155203,76667,,1,0,0,0,0,1,0
